LoanNumber,DateApproved,BorrowerName,Term,InitialApprovalAmount,F_Undisbursed,Channel,Region,TypeOfCall,InterestPerYear
3693398607,3/17/2021,LUCYS LLC,60,242721,0,Sales Operator,Central,,0.05
6046728302,1/26/2021,TODAY'S FAMILY DENTI,60,242500,0,Sales Operator,Central,,0.05
1994928300,1/20/2021,MOORE YOUNG FOSTER & HAZELTON LLP,60,242322.85,0,Sales Operator,Central,,0.05
1943078305,1/20/2021,MAP HOSPITALITY INC,60,242197.55,0,Sales Operator,Central,,0.05
3313618600,3/16/2021,F & P PETROLEUM LLC,60,242135.17,0,Sales Operator,Central,,0.05
9595928506,3/12/2021,ALABAMA WASHER AND OVEN COMPANY,60,242047.5,0,Sales Operator,Central,,0.05
9522428704,4/9/2021,STRUCTURAL DESIGN GROUP INC,60,241980,0,Sales Operator,Central,,0.05
2837988308,1/21/2021,JCR RECYCLING LLC,60,241919,0,Sales Operator,Central,,0.05
4665078406,2/6/2021,ALABAMA AGC INC.,60,241772,0,Sales Operator,Central,,0.05
4688008301,1/23/2021,ALABAMA AGGREGATE INC.,60,241605,0,Sales Operator,Central,,0.05
3850278905,4/28/2021,BAY AREA CONTRACTING INC,60,241425,0,Sales Operator,Central,,0.05
6481628410,2/10/2021,HIS WAY RECOVERY CENTER,60,241397,0,Sales Operator,Central,,0.05
5315978410,2/8/2021,VINTAGE HOSPITALITY GROUP LLC,60,241376,0,Sales Operator,Central,,0.05
7932518700,4/7/2021,LITTLE DONKEY MONTGOMERY LLC,60,241359.01,0,Sales Operator,Central,,0.05
6114738308,1/26/2021,CAPITAL REFRACTORIES INCORPORATED,60,241254,0,Sales Operator,Central,,0.05
7188928303,1/28/2021,DAPHNE 451 1 LLC,60,241034,0,Sales Operator,Central,,0.05
4582728405,2/6/2021,HERITAGE PRESCHOOL OF RESEARCH PARK LLC,60,240995.4,0,Sales Operator,Central,,0.05
5113518305,1/25/2021,METROSERV INC.,60,240906,0,Sales Operator,Central,,0.05
2655428510,2/22/2021,SOUTHEASTERN INDUSTRIAL CONTRACTORS LLC,60,240655,0,Sales Operator,Central,,0.05
1046998310,1/16/2021,"F.S. WILLIAMS & ASSOCIATES, INC.",60,240633.75,0,Sales Operator,Central,,0.05
6510188409,2/10/2021,LSB FABRICATION LLC,60,240412.5,0,Sales Operator,Central,,0.05
3289918900,4/28/2021,MARTIN'S BBQ SC LLC,60,240275,0,Sales Operator,Central,,0.05
1659808607,3/13/2021,NFINA TECHNOLOGIES INC.,60,240135.2,0,Sales Operator,Central,,0.05
6303068307,1/26/2021,WILLIFORD ORMAN CONSTRUCTION LLC,60,240082.5,0,Sales Operator,Central,,0.05
3420428608,3/17/2021,PRO SERVICES INC.,60,240000,0,Sales Operator,Central,,0.05
4706478710,4/1/2021,ALABAMA COAL COOPERATIVE,60,239992,0,Sales Operator,Central,,0.05
6132408601,3/20/2021,DON PEPE INC.,60,239900,0,Sales Operator,Central,,0.05
2260979001,5/15/2021,RBC ENTERPRISES INC.,60,239624.05,0,Sales Operator,Central,,0.05
8892288310,1/30/2021,INTEGRITY ADJUSTERS LLC,60,239477,0,Sales Operator,Central,,0.05
4943868310,1/23/2021,ROCK HOUSE EATERY LLC,60,239274,0,Sales Operator,Central,,0.05
9174818510,3/12/2021,KEVIN REILLY INC.,60,239187,0,Sales Operator,Central,,0.05
3478228403,2/5/2021,DREAMLAND FRANCHISE LLC,60,239172,0,Sales Operator,Central,,0.05
3303868601,3/16/2021,T. BATCHELOR AND SON INC,60,239000,0,Sales Operator,Central,,0.05
6046768303,1/26/2021,JAT INC,60,239000,0,Sales Operator,Central,,0.05
9429198408,2/17/2021,DWS MACHINE INC.,60,239000,0,Sales Operator,Central,,0.05
4575958308,1/23/2021,BIRMINGHAM HH HP LLC,60,238866.21,0,Sales Operator,Central,,0.05
8574538307,1/29/2021,C & H CONSTRUCTORS INC,60,238863,0,Sales Operator,Central,,0.05
5809638500,3/1/2021,SBM HOLDINGS LLC,60,238862,0,Sales Operator,Central,,0.05
8441038306,1/29/2021,SANDERS ENGINEERING AND ANALYTICAL SERVICES INC,60,238838.03,0,Sales Operator,Central,,0.05
5906008610,3/20/2021,M & S CONTRACTING LLC,60,238800,0,Sales Operator,Central,,0.05
1212948400,2/1/2021,WEALTH MANAGEMENT PARTNERS LLC,60,255569,0,Sales Operator,Central,,0.05
1112738606,3/12/2021,FIRST CHOICE HOSPICE INC,60,238678.27,0,Sales Operator,Central,,0.05
6830358302,1/27/2021,FALCON METALS & SUPPLY COMPANY INC,60,238509,0,Sales Operator,Central,,0.05
5765628407,2/9/2021,STEEL CITY EATERIES LLC,60,238461.16,0,Sales Operator,Central,,0.05
7834268301,1/28/2021,AIR CONDITIONING ASSOCIATES INC.,60,238455,0,Sales Operator,Central,,0.05
4710098303,1/23/2021,SELDASON INC,60,238258.47,0,Sales Operator,Central,,0.05
2706318306,1/21/2021,SASSER SEFTON & BROWN PC,60,238257,0,Sales Operator,Central,,0.05
3240628503,2/23/2021,"GORDON, DANA & GILMORE, LLC",60,238235,0,Sales Operator,Central,,0.05
8206398407,2/13/2021,ALABAMA ELECTRIC CO INC OF DOTHAN,60,238162,0,Sales Operator,Central,,0.05
2935848403,2/4/2021,GRAVES FABRICATING INC,60,238127,0,Sales Operator,Central,,0.05
8791558603,3/25/2021,LARRYS BAR-B-Q OF ENTERPRISE INC,60,237807.5,0,Sales Operator,Central,,0.05
3561198408,2/5/2021,ZELDA COURT DENTAL CARE LLC,60,264541,0,Sales Operator,Central,,0.05
3460888404,2/5/2021,COMMERCIAL LANDSCAPE SERVICE INC,60,237622.5,0,Sales Operator,Central,,0.05
9726428303,1/31/2021,BIG MIKES RESTAURANT II LLC,60,237337,0,Sales Operator,Central,,0.05
4332298502,2/25/2021,ULTRATEC SPECIAL EFFECTS HSV INC.,60,237278,0,Sales Operator,Central,,0.05
2578718509,2/20/2021,RIVERVIEW CAMP INC,60,237107,0,Sales Operator,Central,,0.05
1218768602,3/12/2021,MOM 'N POP JOINT INC.,60,236978,0,Sales Operator,Central,,0.05
2136978400,2/3/2021,BIOTECH LIMB AND BRACE LLC,60,236662,0,Sales Operator,Central,,0.05
1074728307,1/16/2021,"TRIPLE H SPECIALTY OF ALABAMA, LLC",60,236636.15,0,Sales Operator,Central,,0.05
1839788502,2/19/2021,G&B HOSPITALITY LLC,60,236523,0,Sales Operator,Central,,0.05
2823718405,2/4/2021,ARDENT PRESCHOOL GREYSTONE LLC,60,236493,0,Sales Operator,Central,,0.05
4346068504,2/25/2021,TALON HIRING SOLUTIONS LLC,60,236492,0,Sales Operator,Central,,0.05
4333128401,2/6/2021,APEX MECHANICAL SERVICES INC,60,236450,0,Sales Operator,Central,,0.05
2002218400,2/3/2021,SELECTIVE INC,60,236444,0,Sales Operator,Central,,0.05
5672268309,1/25/2021,"D. STANTON GROUP, LLC",60,236182.27,0,Sales Operator,Central,,0.05
8122248705,4/7/2021,TREN-TAY INC.,60,236149.6,0,Sales Operator,Central,,0.05
7932828710,4/7/2021,LITTLE DONKEY 280 LLC,60,236113.71,0,Sales Operator,Central,,0.05
3646758409,2/5/2021,CHRISTOPHER ARCHITECTURE & INTERIORS LLC,60,236020,0,Sales Operator,Central,,0.05
3023138306,1/21/2021,MARTIN FOUNDRY SERVICE INC,60,236000,0,Sales Operator,Central,,0.05
5410968503,2/27/2021,WATERCRESS HOTEL ASSOCIATES LLC,60,235630,0,Sales Operator,Central,,0.05
6662228407,2/10/2021,PRECISION INDUSTRIAL MACHINE INC,60,235410,0,Sales Operator,Central,,0.05
9075678510,3/12/2021,RODNEY SCOTT'S BBQ BIRMINGHAM LLC,60,235373.3,0,Sales Operator,Central,,0.05
8496208600,3/25/2021,MUSEUM BOARD OF THE CITY OF HUNTSVILLE,60,235255,0,Sales Operator,Central,,0.05
5752378307,1/25/2021,HILL PETROLEUM INC.,60,235100,0,Sales Operator,Central,,0.05
3024028506,2/22/2021,*PARKER BUILDING MAINTENANCE INC,60,235000,0,Sales Operator,Central,,0.05
3617158407,2/5/2021,"JU-YOUNG MANUFACTURING AMERICA, INC",60,234900,0,Sales Operator,Central,,0.05
7306288303,1/28/2021,GUARANTY PEST CONTROL INC,60,234842.02,0,Sales Operator,Central,,0.05
2326258506,2/20/2021,OBSTETRICS AND GYNECOLOGY OF DOTHAN INC,60,234676,0,Sales Operator,Central,,0.05
8672588304,1/29/2021,FRASIER-OUSLEY CONSTRUCTION AND ENGINEERING INC.,60,260769,0,Sales Operator,Central,,0.05
4211208305,1/23/2021,"DRENNEN AUTOMOTIVE, INC.",60,234382,0,Sales Operator,Central,,0.05
2081669007,5/14/2021,OZARK TRAFFIC MANAGEMENT LLC,60,234200.45,0,Sales Operator,Central,,0.05
6191098604,3/20/2021,SMITH PLUMBING SERVICES INC,60,234062,0,Sales Operator,Central,,0.05
2183228303,1/20/2021,CHILDREN'S DENTISTRY OF CENTRAL ALABAMA,60,233925,0,Sales Operator,Central,,0.05
4963178606,3/20/2021,WINTZELLS NA LLC,60,233738.47,0,Sales Operator,Central,,0.05
9202298703,4/8/2021,APACHE FABRICATION INC,60,233500,0,Sales Operator,Central,,0.05
4173168304,1/23/2021,OVER THE MOUNTAIN GLASS,60,233322,0,Sales Operator,Central,,0.05
2196698401,2/3/2021,SOUTH HIGHLAND CHILD DEVELOPMENT CENTER,60,233015,0,Sales Operator,Central,,0.05
3780678802,4/15/2021,AMBULANCE BILLING SERVICE LLC,60,232874.25,0,Sales Operator,Central,,0.05
1203228503,2/18/2021,C N BAILEY AND COMPANY INC,60,232593.73,0,Sales Operator,Central,,0.05
6314448309,1/26/2021,SERRA HONDA CHEVROLET OLDSMOBILE,60,232520,0,Sales Operator,Central,,0.05
2960648306,1/21/2021,BIRMINGHAM ELECTRICAL CONTRACTORS INC.,60,232497.5,0,Sales Operator,Central,,0.05
1283378610,3/13/2021,MILLPORT LUMBER & MANUFACTURING LLC,60,232483.47,0,Sales Operator,Central,,0.05
8265308304,1/29/2021,ROBWESS INC DBA SOMMER'S PLACE,60,232410.5,0,Sales Operator,Central,,0.05
4852128610,3/20/2021,BIRMINGHAM CIVIL RIGHTS INSTITUTE,60,232207,0,Sales Operator,Central,,0.05
4916028310,1/23/2021,"SOUTH CENTRAL ERECTION, LLC",60,232172,0,Sales Operator,Central,,0.05
6367138401,2/10/2021,HALF SHELL OYSTER HOUSE SPANISH FORT LLC,60,232127,0,Sales Operator,Central,,0.05
8892208308,1/30/2021,LEWIS INCORPORATED,60,231707,0,Sales Operator,Central,,0.05
3435098706,3/31/2021,JJS ENTERPRISES LLC,60,231509,0,Sales Operator,Central,,0.05
9501628804,4/23/2021,ASI STAFF INC,60,231173.47,0,Sales Operator,Central,,0.05
5042358906,4/29/2021,CHATOM MOTOR CO INC,60,231042,0,Sales Operator,Central,,0.05
1393158506,2/18/2021,CONSOLIDATED MANAGEMENT FINANCIAL INC,60,230830,0,Sales Operator,Central,,0.05
4040608508,2/25/2021,DIXIE GREEN INC,60,230825,0,Sales Operator,Central,,0.05
5383798907,4/30/2021,WPB LLC,60,230774.28,0,Sales Operator,Central,,0.05
3010618407,2/4/2021,MCMILLIAN FABRICATION WORKS INC,60,230645,0,Sales Operator,Central,,0.05
6264548305,1/26/2021,CTCC HOLDINGS INC.,60,230596,0,Sales Operator,Central,,0.05
5312108303,1/25/2021,CONESTOGA INC.,60,230588.36,0,Sales Operator,Central,,0.05
6232968406,2/10/2021,CHUCK'S FISH MOBILE LLC,60,230518,0,Sales Operator,Central,,0.05
2689218504,2/22/2021,THE SANDERS TRUST LLC,60,230408.33,0,Sales Operator,Central,,0.05
9407208506,3/12/2021,CJR ENTERPRISES INC,60,230252.5,0,Sales Operator,Central,,0.05
2467648302,1/20/2021,A ADVANTAGE AIR INC,60,230200,0,Sales Operator,Central,,0.05
4381238306,1/23/2021,KENT MCPHAIL & ASSOCIATES LLC,60,230055,0,Sales Operator,Central,,0.05
2797588300,1/21/2021,ASSURANCE QUALITY GROUP INC.,60,230000,0,Sales Operator,Central,,0.05
9870468407,2/18/2021,S & S CONSTRUCTION L L C,60,229791.42,0,Sales Operator,Central,,0.05
9864258407,2/18/2021,HERITAGE ASSISTED LIVING & MEMORY CARE LLC,60,229758,0,Sales Operator,Central,,0.05
7589788408,2/12/2021,TRES RANCHERO INC,60,229596,0,Sales Operator,Central,,0.05
3054549005,5/18/2021,SOUTHEASTERN INDUSTRIAL CONTRACTORS LLC,60,229582,0,Sales Operator,Central,,0.05
4270158303,1/23/2021,CRAFTMASTER PRINTERS INC.,60,229527,0,Sales Operator,Central,,0.05
8898828405,2/14/2021,MOBILE SOLVENTS & SUPPLY INC.,60,229445,0,Sales Operator,Central,,0.05
7020198305,1/27/2021,R CARTER & ASSOCIATES INC,60,229297,0,Sales Operator,Central,,0.05
1328408306,1/16/2021,JAUREGUI & LINDSEY LLC,60,229192.57,0,Sales Operator,Central,,0.05
9984148207,1/15/2021,"CASTILLO POULTRY CONTRACTING, LLC",60,228993.25,0,Sales Operator,Central,,0.05
6805988301,1/27/2021,ALABAMA MACHINE WORKS INC.,60,228930,0,Sales Operator,Central,,0.05
7647378304,1/28/2021,AMBULATORY ANESTHESIOLOGY & PAIN MEDICINE PC,60,228890,0,Sales Operator,Central,,0.05
7512018402,2/12/2021,"HIB LEE STREET, LLC",60,228878.72,0,Sales Operator,Central,,0.05
1543528310,1/17/2021,MOVIN IRON INC,60,228768,0,Sales Operator,Central,,0.05
3000838410,2/4/2021,OAKMAN HARDWOODINC.,60,228667.5,0,Sales Operator,Central,,0.05
8823778409,2/14/2021,HARDWICK COMPANY INC,60,228650,0,Sales Operator,Central,,0.05
4970128404,2/7/2021,CAPITOL DENTAL DESIGNS INC.,60,228450,0,Sales Operator,Central,,0.05
1895428406,2/2/2021,UNITED CEREBRAL PALSY OF WEST ALABAMA INC.,60,227462,0,Sales Operator,Central,,0.05
4517368506,2/26/2021,SHORE ACRES PLANT FARM INC,60,228197,0,Sales Operator,Central,,0.05
9583698305,1/31/2021,ITF LLC,60,228055,0,Sales Operator,Central,,0.05
1413878508,2/18/2021,MACK TRANSPORTATION LLC,60,227990,0,Sales Operator,Central,,0.05
5436498404,2/8/2021,HARVEST GROUP LLC,60,227852.5,0,Sales Operator,Central,,0.05
1751888405,2/2/2021,VITURO HEALTH LLC,60,227595,0,Sales Operator,Central,,0.05
1565168604,3/13/2021,MIZU JAPANESE INC,60,227549,0,Sales Operator,Central,,0.05
3265448700,3/31/2021,CHILD ENRICHMENT CTR AT GDALE MT VERNON,60,227330,0,Sales Operator,Central,,0.05
9387628309,1/30/2021,CHERRY & IRWIN PC,60,227220,0,Sales Operator,Central,,0.05
3958688509,2/24/2021,T M JEMISON CONSTRUCTION CO INC,60,227150,0,Sales Operator,Central,,0.05
6500758410,2/10/2021,GMUC OF SPRINGHILL LLC,60,227097,0,Sales Operator,Central,,0.05
6964988407,2/11/2021,CLARK JAMES HANLIN & HUNT LLC,60,227051,0,Sales Operator,Central,,0.05
5083298407,2/7/2021,KELLEYS WELDING & EXCAVATION INC.,60,227020.97,0,Sales Operator,Central,,0.05
4455628309,1/23/2021,PH&J ARCHITECTS,60,226950,0,Sales Operator,Central,,0.05
2331928304,1/20/2021,TURNIPSEED INTERNATIONAL INC.,60,226943.7,0,Sales Operator,Central,,0.05
6205348500,3/3/2021,WHITTINGTON KOURI & GENTRY P.C.,60,226856,0,Sales Operator,Central,,0.05
2119378504,2/19/2021,GIRLS INC OF CENTRAL ALABAMA,60,226839,0,Sales Operator,Central,,0.05
3336478402,2/4/2021,A & A MACHINE AND WELDING LLC,60,226696,0,Sales Operator,Central,,0.05
1498578303,1/17/2021,SHILSTON INC,60,226675,0,Sales Operator,Central,,0.05
4292998407,2/6/2021,POOLE & COMPANY ARCHITECTS LLC,60,226517.5,0,Sales Operator,Central,,0.05
3940398409,2/5/2021,BULLARD EXCAVATING INC,60,226507.95,0,Sales Operator,Central,,0.05
4253538308,1/23/2021,AMK HOTELS LLC,60,225968,0,Sales Operator,Central,,0.05
3609368509,2/24/2021,STRICKLAND TRADING INC.,60,225838,0,Sales Operator,Central,,0.05
8042978309,1/29/2021,K & K WIRELESS SERVICES INC,60,225775,0,Sales Operator,Central,,0.05
2299528410,2/3/2021,HOPS N GUAC HUNTSVILLE LLC,60,225757,0,Sales Operator,Central,,0.05
3033708500,2/22/2021,JUNGS ENTERPRISE INC,60,225725.5,0,Sales Operator,Central,,0.05
9681498308,1/31/2021,TANNER & GUIN LLC,60,225695,0,Sales Operator,Central,,0.05
4293149005,5/20/2021,LN MANAGEMENT LLC,60,225620,0,Sales Operator,Central,,0.05
5819078306,1/25/2021,ORAL SURGERY ASSOCIATES PC,60,225590,0,Sales Operator,Central,,0.05
4717298503,2/26/2021,LOFTIS/ROBBINS INC,60,225507,0,Sales Operator,Central,,0.05
1085328409,2/1/2021,ALABAMA HOTEL PROPERTIES LLC,60,224402,0,Sales Operator,Central,,0.05
3707508605,3/17/2021,SURIN WEST INC,60,225452,0,Sales Operator,Central,,0.05
2260188407,2/3/2021,HOWELL LLC,60,225397.62,0,Sales Operator,Central,,0.05
6969278405,2/11/2021,BIRMINGHAM UNITED SOCCER ASSOCIATIO,60,225386,0,Sales Operator,Central,,0.05
1613058307,1/19/2021,LOCAL JOE'S TRADING POST LLC,60,225308.9,0,Sales Operator,Central,,0.05
4438568803,4/16/2021,WIGGINS AGENCY INC,60,225219,0,Sales Operator,Central,,0.05
1042708503,2/18/2021,TUSCALOOSA DENTAL ARTS,60,225157,0,Sales Operator,Central,,0.05
3457128507,2/24/2021,ED'S SHED LLC,60,225137.5,0,Sales Operator,Central,,0.05
3247268407,2/4/2021,WILLIAMS PRATTVILLE MOTELS INC,60,225947,0,Sales Operator,Central,,0.05
3244048405,2/4/2021,JACOBS TOWING LLC,60,225000,0,Sales Operator,Central,,0.05
6150478506,3/3/2021,STRONG ARM LLC,60,225000,0,Sales Operator,Central,,0.05
7564608306,1/28/2021,WILLBROOK SOLUTIONS INC.,60,225000,0,Sales Operator,Central,,0.05
9693798301,1/31/2021,VEAL CONVENTION SERVICES INC.,60,225000,0,Sales Operator,Central,,0.05
1566578404,2/2/2021,DANIEL GEORGE INC,60,224850.5,0,Sales Operator,Central,,0.05
1569018308,1/19/2021,"ALAPASTA, INC.",60,224800,0,Sales Operator,Central,,0.05
7264578308,1/28/2021,AVIATION SERVICES GROUP INC.,60,224708,0,Sales Operator,Central,,0.05
4624378308,1/23/2021,BP SOUTH INC.,60,224490,0,Sales Operator,Central,,0.05
1282968303,1/16/2021,"JOINER CONSTRUCTION CO., INC.",60,224310,0,Sales Operator,Central,,0.05
3155368503,2/23/2021,ALABAMA FAMILY DENTISTRY LLC,60,224235,0,Sales Operator,Central,,0.05
4452508302,1/23/2021,THE ROBERTS GROUP INC.,60,224051,0,Sales Operator,Central,,0.05
4439358409,2/6/2021,RED ELEPHANT DOTHAN LLC,60,223769,0,Sales Operator,Central,,0.05
2101188410,2/3/2021,JONES CONTRACTING IN,60,223581.6,0,Sales Operator,Central,,0.05
5217028305,1/25/2021,SUSAN SCHEIN AUTOMOTIVE,60,223110,0,Sales Operator,Central,,0.05
5943828401,2/9/2021,HERITAGE PRESCHOOL OF PELHAM LLC,60,223090,0,Sales Operator,Central,,0.05
6913418803,4/20/2021,RONALD MCDONALD HOUSE CHARITIES OF ALABAMA INC.,60,223042,0,Sales Operator,Central,,0.05
3903798401,2/5/2021,JC COLLEY LLC,60,222897.5,0,Sales Operator,Central,,0.05
5053398510,2/27/2021,JCCS ENTERPRISES,60,222745,0,Sales Operator,Central,,0.05
8931058402,2/14/2021,GROUT INC.,60,222673,0,Sales Operator,Central,,0.05
9491678509,3/12/2021,HAMPTON COVE PRESCHOOL INC,60,222504,0,Sales Operator,Central,,0.05
1455078709,3/27/2021,PRINCE GLOVER & HAYES PC,60,222287.7,0,Sales Operator,Central,,0.05
8328168406,2/13/2021,SINCLAIRS EAST INC,60,222281,0,Sales Operator,Central,,0.05
1040358403,1/31/2021,LIVINGSTON CABINETS LLC,60,222142,0,Sales Operator,Central,,0.05
2242068500,2/20/2021,ALLIED PHOTOCOPY INC.,60,221630,0,Sales Operator,Central,,0.05
2575208405,2/3/2021,BLUE PLATE INC.,60,221536,0,Sales Operator,Central,,0.05
2160148409,2/3/2021,ADAMS GILMORE AND LYNCH INC,60,221295,0,Sales Operator,Central,,0.05
4429698304,1/23/2021,GULF SUPPLY CO. INC.,60,221255,0,Sales Operator,Central,,0.05
2248048506,2/20/2021,KEMKO INC.,60,221254,0,Sales Operator,Central,,0.05
1608818305,1/19/2021,"CAFE IZ, LLC",60,221112.5,0,Sales Operator,Central,,0.05
2147628406,2/3/2021,FINDLEY TIMBERINC.,60,221100,0,Sales Operator,Central,,0.05
4178918510,2/25/2021,TERRY A BURGESS DDS INC,60,221000,0,Sales Operator,Central,,0.05
9324028810,4/23/2021,BIG RIVER BROADCASTING,60,220914,0,Sales Operator,Central,,0.05
2409078310,1/20/2021,CVLC INC,60,220900,0,Sales Operator,Central,,0.05
5421878408,2/8/2021,OWENS LANDSCAPE GROUP LLC,60,220802.5,0,Sales Operator,Central,,0.05
1840758403,2/2/2021,STUDIO 21 SALON INC.,60,220757,0,Sales Operator,Central,,0.05
8495758305,1/29/2021,"STONE BRIDGE FARMS, LLC",60,220608.88,0,Sales Operator,Central,,0.05
1287788307,1/16/2021,"YELLOWFINS VI, LLC",60,220500,0,Sales Operator,Central,,0.05
7372698306,1/28/2021,SUMMIT WATERPROOFING,60,220465.2,0,Sales Operator,Central,,0.05
8665738401,2/13/2021,COSBY-CARMICHAEL INC.,60,220330,0,Sales Operator,Central,,0.05
4901278410,2/7/2021,WCX FOODS INC,60,220108,0,Sales Operator,Central,,0.05
5615008305,1/25/2021,BELOW THE RADAR LLC,60,220024,0,Sales Operator,Central,,0.05
4230558409,2/6/2021,MACK BUTLER,60,220000,0,Sales Operator,Central,,0.05
5760398400,2/9/2021,CIVIL AXE THROWING LLC,60,220000,0,Sales Operator,Central,,0.05
6039108306,1/26/2021,SIMMONS STAFFING LLC,60,220000,0,Sales Operator,Central,,0.05
4048638402,2/5/2021,IV & CLARIDGE CONSTRUCTION LLC,60,219940.97,0,Sales Operator,Central,,0.05
9565188410,2/17/2021,ELRI.PARKER INC,60,219758,0,Sales Operator,Central,,0.05
3446588401,2/5/2021,TOWN CREEK LAND & TIMBER,60,219745,0,Sales Operator,Central,,0.05
7112148309,1/27/2021,HAYS CHEATWOOD CONSULTING INC,60,219495,0,Sales Operator,Central,,0.05
7175058401,2/11/2021,JONES VALLEY URBAN FARM,60,219400,0,Sales Operator,Central,,0.05
4628188503,2/26/2021,UMI SERVICES LLC,60,219339,0,Sales Operator,Central,,0.05
2248509008,5/15/2021,ONE STEP LLC,60,219185,0,Sales Operator,Central,,0.05
2901898605,3/16/2021,ONE STEP LLC,60,219185,0,Sales Operator,Central,,0.05
8323128308,1/29/2021,SYLACAUGA AMBULANCE SERVICE INC.,60,219154,0,Sales Operator,Central,,0.05
6272748306,1/26/2021,1 SOURCE LLC,60,218940,0,Sales Operator,Central,,0.05
1998708410,2/3/2021,ENVIRO MANAGEMENT COMPANY INC.,60,218888.85,0,Sales Operator,Central,,0.05
2339708302,1/20/2021,WAGNERS'S TUSCALOOSA LLC,60,218862.5,0,Sales Operator,Central,,0.05
4278668406,2/6/2021,OLEXAS CATERING INC,60,218795,0,Sales Operator,Central,,0.05
2793528307,1/21/2021,VITAL INSPECTION PROFESSIONALS INC.,60,218785,0,Sales Operator,Central,,0.05
9062788803,4/23/2021,BIRMINGHAM PODIATRY P.C.,60,218632,0,Sales Operator,Central,,0.05
4308498405,2/6/2021,MADSEN MACHINE COMPANY INC.,60,218466,0,Sales Operator,Central,,0.05
2232468400,2/3/2021,CAHALAN INDUSTRIES INC.,60,218440,0,Sales Operator,Central,,0.05
8943718407,2/14/2021,TR LOGISTICS LLC,60,218415,0,Sales Operator,Central,,0.05
1604648305,1/19/2021,"TUSKALOOSA HOSPITALITY, LLC",60,218200,0,Sales Operator,Central,,0.05
9953658302,1/31/2021,GLOBAL TEAM STAFFING LLC,60,218111.88,0,Sales Operator,Central,,0.05
2013219010,5/14/2021,MIDDLE CREEK MEDICAL CENTER,60,218081.45,0,Sales Operator,Central,,0.05
6222578305,1/26/2021,JAMES A RYERSON DMD PC,60,218065,0,Sales Operator,Central,,0.05
8757048305,1/30/2021,WYBENGA FAMILY HEALTH CARE INC.,60,217800,0,Sales Operator,Central,,0.05
3030178305,1/21/2021,COCKRELL'S EASTERN SHORE INC,60,217750,0,Sales Operator,Central,,0.05
3947048303,1/22/2021,ARCHANGEL SYSTEMS INC.,60,217708,0,Sales Operator,Central,,0.05
3699038605,3/17/2021,ATHENS BIBLE SCHOOL,60,217467.1,0,Sales Operator,Central,,0.05
9431628307,1/30/2021,REGIONAL STEEL PRODUCTS INC,60,217323,0,Sales Operator,Central,,0.05
2032989002,5/14/2021,OZARK STRIPING MANAGEMENT COMPANY LLC,60,217305.57,0,Sales Operator,Central,,0.05
6522778308,1/27/2021,ALABAMA RURAL WATER ASSOCIATION INC,60,217330,0,Sales Operator,Central,,0.05
1528158809,4/10/2021,SUCCESS UNLIMITED ACADEMY LLC,60,217198,0,Sales Operator,Central,,0.05
4209968409,2/6/2021,1892 EAST RESTAURANT & TAVERN LLC,60,216810,0,Sales Operator,Central,,0.05
9716808404,2/17/2021,THE IGUANA GRILL INC.,60,216800,0,Sales Operator,Central,,0.05
9535288404,2/17/2021,FRANKLIN BUFFORD,60,216782,0,Sales Operator,Central,,0.05
9678418403,2/17/2021,MEDCENTER DEMOPOLIS PC,60,216496.12,0,Sales Operator,Central,,0.05
2128558403,2/3/2021,ATSS GROUP LLC,60,216365,0,Sales Operator,Central,,0.05
6596028407,2/10/2021,JENNIE WELLER CATERINGLLC,60,216345,0,Sales Operator,Central,,0.05
2096208408,2/3/2021,LIVE DESIGN GROUP PC,60,216140,0,Sales Operator,Central,,0.05
8497938609,3/25/2021,COLONIAL TRAILWAYS INC,60,215916,0,Sales Operator,Central,,0.05
2722048308,1/21/2021,HUNSTVILLE SYMPHONY ORCHESTRA ASSOCIATION,60,215914,0,Sales Operator,Central,,0.05
8440508303,1/29/2021,GJB AUBURN LLC.,60,215826,0,Sales Operator,Central,,0.05
2536698300,1/21/2021,BEST GLASS COMPANY INC,60,215815,0,Sales Operator,Central,,0.05
2444138702,3/29/2021,UMS METAL FABRICATORS INC,60,215749.57,0,Sales Operator,Central,,0.05
8201738610,3/24/2021,SUMLAR THERAPY SERVICES INC.,60,215678,0,Sales Operator,Central,,0.05
2488018507,2/20/2021,FARNI & FARNI FAMILY DENTISTRY LLP,60,215650,0,Sales Operator,Central,,0.05
3324048405,2/4/2021,ESFELLER OIL FIELD CONSTRUCTION INC,60,215612,0,Sales Operator,Central,,0.05
3783328307,1/22/2021,EYE SURGICAL ASSOCIATES PC,60,215357.08,0,Sales Operator,Central,,0.05
8106318310,1/29/2021,TACO MAMA CENTRAL CITY LLC,60,215357,0,Sales Operator,Central,,0.05
6569848400,2/10/2021,BAMA SLAM SALOON LLC,60,215342.78,0,Sales Operator,Central,,0.05
3637698500,2/24/2021,MILESTONES BEHAVIOR GROUP,60,215274,0,Sales Operator,Central,,0.05
9590118304,1/31/2021,SOUTHWOOD ENTERPRISE LLC,60,214609.89,0,Sales Operator,Central,,0.05
7079848304,1/27/2021,ALABAMA DENTAL ASSOCIATES PC,60,214507,0,Sales Operator,Central,,0.05
1464478310,1/17/2021,ANDERSON ROBERTSON DMD PC,60,214470,0,Sales Operator,Central,,0.05
